activity_id,source_system,source_record_id,activity_month,scope,facility_id,facility_name,facility_type,state_province,country,grid_region,product_line_id,product_line_name,product_family,activity_category,factor_type,activity_amount,activity_unit,cost_usd,evidence_reference,factor_id,factor_version,source_authority,factor_value_kg_co2e_per_unit,kg_co2e,metric_tons_co2e,has_negative_activity,has_missing_facility_id,has_missing_product_line_id,has_invalid_activity_month,has_unknown_activity_type,has_missing_facility_join,has_missing_product_line_join,has_missing_factor_join,is_reportable_emissions_row,qa_status_label
fcf066e68263d33ad628081830a84321,shipping_miles,352,2025-04-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,truck,freight_truck_ton_mile,356.1144,ton_mile,988.36,SHP-GHG-202504-0025,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,58.4027616000,0.05840276160000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
555d9aa911084557a8ce4674a785eb26,shipping_miles,986,2025-10-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,212.3151,ton_mile,716.48,SHP-GHG-202510-0012,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,34.8196764000,0.03481967640000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
5fc480c561d3db9c2587c6c17b32816f,shipping_miles,1201,2025-11-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,362.7925,ton_mile,1940.78,SHP-GHG-202511-0116,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,59.4979700000,0.05949797000000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
53853d2a19c5f9eba38c4980c87f135d,shipping_miles,987,2025-10-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,223.9876,ton_mile,965.24,SHP-GHG-202510-0013,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,36.7339664000,0.03673396640000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
326b852212b87f17fdf6444913c18cc7,shipping_miles,185,2025-02-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,295.2315,ton_mile,1374.74,SHP-GHG-202502-0063,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,48.4179660000,0.04841796600000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
68e71432f9775aa553f80c48fed187fe,shipping_miles,1191,2025-11-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,356.5314,ton_mile,1898.90,SHP-GHG-202511-0106,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,58.4711496000,0.05847114960000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
6fcae46080b6b986981896bdd7013d53,shipping_miles,1608,2026-03-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,air,freight_air_ton_mile,263.3155,ton_mile,2441.39,SHP-GHG-202603-0049,EF_AIR_TON_MILE_2025,2025.1,Synthetic freight factor,1.102000,290.1736810000,0.29017368100000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
0dcbddb622a4e9231d40bd8a7cf457ae,shipping_miles,828,2025-08-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,truck,freight_truck_ton_mile,458.4994,ton_mile,1144.45,SHP-GHG-202508-0066,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,75.1939016000,0.07519390160000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
1275f3a1b9eef8b2ca493db77f76840d,shipping_miles,208,2025-02-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,478.6933,ton_mile,2242.08,SHP-GHG-202502-0086,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,78.5057012000,0.07850570120000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
490c39207e23f7566638bc73cdaac259,shipping_miles,1610,2026-03-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,air,freight_air_ton_mile,32.8505,ton_mile,3783.35,SHP-GHG-202603-0051,EF_AIR_TON_MILE_2025,2025.1,Synthetic freight factor,1.102000,36.2012510000,0.03620125100000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
a06aaf133ff9bf2f2a11d58bd8ae3d6d,packaging_materials,560,2025-09-01,Scope 3,FAC004,Denver Production Kitchen,manufacturing,CO,US,CO,PL001,Gummies,edibles,plastic,packaging_plastic_kg,453.4500,kg,1643.43,PKG-202509-FAC004-PL001-PLA,EF_PLASTIC_KG_2025,2025.1,Synthetic material factor,2.650000,1201.6425000000,1.2016425000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
3c4bb8391d29ff3698a90412fb7fa545,shipping_miles,970,2025-09-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,truck,freight_truck_ton_mile,195.4251,ton_mile,793.70,SHP-GHG-202509-0096,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,32.0497164000,0.03204971640000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
0402ad6e8026ef7774c52e56f17de449,shipping_miles,523,2025-05-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,truck,freight_truck_ton_mile,198.5041,ton_mile,817.87,SHP-GHG-202505-0095,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,32.5546724000,0.03255467240000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
628c5efaafc661cba0b1a2d162d3c52f,shipping_miles,359,2025-04-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,394.2691,ton_mile,1307.91,SHP-GHG-202504-0032,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,64.6601324000,0.06466013240000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
bba5801545aa5f8c6889422432cd0688,shipping_miles,706,2025-07-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,347.6734,ton_mile,1419.69,SHP-GHG-202507-0049,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,57.0184376000,0.05701843760000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
398cfff5e35f5fdbe6a1b2f9006996d3,shipping_miles,225,2025-03-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,278.4009,ton_mile,1472.84,SHP-GHG-202503-0003,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,45.6577476000,0.04565774760000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
4b87d754189b3de5a2dbed690ee09fd4,shipping_miles,1161,2025-11-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,322.9519,ton_mile,1425.84,SHP-GHG-202511-0076,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,52.9641116000,0.05296411160000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
a162925e56891c9fb9484d2c978b4a11,packaging_materials,410,2025-12-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,plastic,packaging_plastic_kg,360.5300,kg,1382.18,PKG-202512-FAC002-PL001-PLA,EF_PLASTIC_KG_2025,2025.1,Synthetic material factor,2.650000,955.4045000000,0.95540450000000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
6ea2eb931f3bba1f490b838a96ee080a,shipping_miles,353,2025-04-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,246.1588,ton_mile,1001.36,SHP-GHG-202504-0026,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,40.3700432000,0.04037004320000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
aceaa1b4363a4f2a85d9489c3cf43e1c,shipping_miles,1311,2025-12-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,truck,freight_truck_ton_mile,162.1603,ton_mile,604.80,SHP-GHG-202512-0092,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,26.5942892000,0.02659428920000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
fc570aca3525aa80bbab63c499137485,shipping_miles,1074,2025-10-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,air,freight_air_ton_mile,118.0674,ton_mile,2837.39,SHP-GHG-202510-0100,EF_AIR_TON_MILE_2025,2025.1,Synthetic freight factor,1.102000,130.1102748000,0.13011027480000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
4bd2c30c73f228fea169c291cb53b928,shipping_miles,1139,2025-11-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,238.7050,ton_mile,1086.92,SHP-GHG-202511-0054,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,39.1476200000,0.03914762000000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
bf25897ab1e2c24c46cab9f5aa358f14,shipping_miles,119,2025-01-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,air,freight_air_ton_mile,-34.0300,ton_mile,1780.34,SHP-GHG-202501-0118,EF_AIR_TON_MILE_2025,2025.1,Synthetic freight factor,1.102000,,,t,f,f,f,f,f,f,f,f,⚠️ Negative activity
f00f21b32f597653dc999b6889190084,shipping_miles,1011,2025-10-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,458.9870,ton_mile,1344.82,SHP-GHG-202510-0037,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,75.2738680000,0.07527386800000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
3eef3f1fe15e34e5d25577e170cff36d,shipping_miles,1012,2025-10-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,185.2252,ton_mile,679.40,SHP-GHG-202510-0038,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,30.3769328000,0.03037693280000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
e0261885cd0c01ce24ad8f41a902a9b3,shipping_miles,526,2025-05-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,air,freight_air_ton_mile,11.6590,ton_mile,1161.56,SHP-GHG-202505-0098,EF_AIR_TON_MILE_2025,2025.1,Synthetic freight factor,1.102000,12.8482180000,0.01284821800000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
63fb134de0aa2f472e8ba8e440c67960,shipping_miles,1027,2025-10-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,280.1349,ton_mile,917.71,SHP-GHG-202510-0053,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,45.9421236000,0.04594212360000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
7607d49f5098d1e507299b811505cc83,shipping_miles,684,2025-07-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,333.4054,ton_mile,1294.04,SHP-GHG-202507-0027,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,54.6784856000,0.05467848560000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
b5b7da811e91613582739a73251021a7,shipping_miles,388,2025-04-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,419.2805,ton_mile,1673.59,SHP-GHG-202504-0061,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,68.7620020000,0.06876200200000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
eb6a491bcf7a1587e232ceac27a1421c,packaging_materials,182,2025-06-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,plastic,packaging_plastic_kg,432.7700,kg,1605.30,PKG-202506-FAC001-PL001-PLA,EF_PLASTIC_KG_2025,2025.1,Synthetic material factor,2.650000,1146.8405000000,1.1468405000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
d46a3f9c3dd0395936f793820fabf53d,shipping_miles,1596,2026-03-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,air,freight_air_ton_mile,240.0713,ton_mile,4588.01,SHP-GHG-202603-0037,EF_AIR_TON_MILE_2025,2025.1,Synthetic freight factor,1.102000,264.5585726000,0.26455857260000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
6d0f38963b3f888a90b3702646716707,shipping_miles,121,2025-01-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,truck,freight_truck_ton_mile,115.9254,ton_mile,668.49,SHP-GHG-202501-0120,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,19.0117656000,0.01901176560000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
902d5062aa1c91cb3ec988457092bd6e,shipping_miles,120,2025-01-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,truck,freight_truck_ton_mile,274.6895,ton_mile,906.84,SHP-GHG-202501-0119,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,45.0490780000,0.04504907800000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
ca81773c09f7967274ef80a1ba7025a7,shipping_miles,655,2025-06-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,294.4525,ton_mile,1209.20,SHP-GHG-202506-0113,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,48.2902100000,0.04829021000000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
1e6a8ee036e5c82222750b5260037328,shipping_miles,126,2025-02-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,air,freight_air_ton_mile,73.7638,ton_mile,2305.75,SHP-GHG-202502-0004,EF_AIR_TON_MILE_2025,2025.1,Synthetic freight factor,1.102000,81.2877076000,0.08128770760000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
34b79fd3fac003762a366e2224d300ce,shipping_miles,1650,2026-03-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,air,freight_air_ton_mile,234.0927,ton_mile,2392.20,SHP-GHG-202603-0091,EF_AIR_TON_MILE_2025,2025.1,Synthetic freight factor,1.102000,257.9701554000,0.25797015540000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
3a968c66dcbb3be2286497e5200e1457,shipping_miles,1052,2025-10-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,-267.2084,ton_mile,922.18,SHP-GHG-202510-0078,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,,,t,f,f,f,f,f,f,f,f,⚠️ Negative activity
850d94c8ddb59883671283c9e1468f9c,packaging_materials,506,2026-03-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,plastic,packaging_plastic_kg,351.8500,kg,1766.76,PKG-202603-FAC001-PL001-PLA,EF_PLASTIC_KG_2025,2025.1,Synthetic material factor,2.650000,932.4025000000,0.93240250000000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
63ecf86943c0add94db7beb4ac3f3659,shipping_miles,1118,2025-11-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,376.0988,ton_mile,1190.00,SHP-GHG-202511-0033,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,61.6802032000,0.06168020320000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
0aa99947eac718ba5ae02fc5da03fa94,shipping_miles,450,2025-05-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,308.6894,ton_mile,1160.12,SHP-GHG-202505-0022,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,50.6250616000,0.05062506160000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
62d8a4455a67f6cf804703449ec343c2,shipping_miles,1064,2025-10-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,291.3087,ton_mile,963.30,SHP-GHG-202510-0090,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,47.7746268000,0.04777462680000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
ed4c8f214acb293c4dc0fb5e550851bc,shipping_miles,517,2025-05-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,171.5207,ton_mile,658.60,SHP-GHG-202505-0089,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,28.1293948000,0.02812939480000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
1ada8d6db3016c922d446132813bbe83,shipping_miles,1069,2025-10-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,591.4304,ton_mile,1701.88,SHP-GHG-202510-0095,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,96.9945856000,0.09699458560000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
1b8b997da9bd5d76d7a451e31d8cafcc,shipping_miles,1072,2025-10-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,435.5161,ton_mile,2222.61,SHP-GHG-202510-0098,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,71.4246404000,0.07142464040000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
d8132b5d9c8d0171a0a7a8f9877a7b51,shipping_miles,1103,2025-11-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,260.1180,ton_mile,824.68,SHP-GHG-202511-0018,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,42.6593520000,0.04265935200000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
fcfdda8b12e236c7a8894bc5981fcaa1,shipping_miles,286,2025-03-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,220.5245,ton_mile,1216.01,SHP-GHG-202503-0064,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,36.1660180000,0.03616601800000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
c708ace30908da57f7fffc52d6ac88dd,shipping_miles,509,2025-05-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,221.1447,ton_mile,938.10,SHP-GHG-202505-0081,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,36.2677308000,0.03626773080000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
b55ff7c7c4b787293576f180b0eb9198,packaging_materials,38,2025-02-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,plastic,packaging_plastic_kg,473.5100,kg,2222.64,PKG-202502-FAC001-PL001-PLA,EF_PLASTIC_KG_2025,2025.1,Synthetic material factor,2.650000,1254.8015000000,1.2548015000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
bf8f4ec9c7bbe1984a72ca6204b559bb,shipping_miles,398,2025-04-01,Scope 3,,,,,,,PL001,Gummies,edibles,air,freight_air_ton_mile,388.1856,ton_mile,2705.89,SHP-GHG-202504-0071,EF_AIR_TON_MILE_2025,2025.1,Synthetic freight factor,1.102000,427.7805312000,0.42778053120000000000,f,t,f,f,f,t,f,f,f,⚠️ Missing facility ID
afdbda14ec263b3be5b5368bd56c01dd,shipping_miles,903,2025-09-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,117.2670,ton_mile,428.38,SHP-GHG-202509-0029,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,19.2317880000,0.01923178800000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
3c7ce6a65284bf08884b2635b5d661e2,shipping_miles,891,2025-09-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,410.6630,ton_mile,1665.90,SHP-GHG-202509-0017,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,67.3487320000,0.06734873200000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
ceceff54bdd91034cadbfd30917b3613,shipping_miles,1703,2025-11-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,469.7349,ton_mile,1341.62,SHP-GHG-202511-0127,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,77.0365236000,0.07703652360000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
13296b1fd9262d56be34b0b4b544b6fa,shipping_miles,1107,2025-11-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,air,freight_air_ton_mile,91.1788,ton_mile,3877.64,SHP-GHG-202511-0022,EF_AIR_TON_MILE_2025,2025.1,Synthetic freight factor,1.102000,100.4790376000,0.10047903760000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
9edfc2bea94cdd2af635808044626c1b,shipping_miles,319,2025-03-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,428.3616,ton_mile,1830.28,SHP-GHG-202503-0097,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,70.2513024000,0.07025130240000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
21fb15a040d8425bff9d7aa07cae9541,shipping_miles,477,2025-05-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,367.3211,ton_mile,1743.61,SHP-GHG-202505-0049,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,60.2406604000,0.06024066040000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
7bda5bceaba52e223be608d9b3c4c0b3,packaging_materials,266,2025-08-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,plastic,packaging_plastic_kg,448.4600,kg,2161.00,PKG-202508-FAC002-PL001-PLA,EF_PLASTIC_KG_2025,2025.1,Synthetic material factor,2.650000,1188.4190000000,1.1884190000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
3fc1b4a4b2336251da7e9380e32d810e,shipping_miles,590,2025-06-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,169.5719,ton_mile,803.02,SHP-GHG-202506-0048,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,27.8097916000,0.02780979160000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
9ca9afa717959a54579f3ac9a13e2799,packaging_materials,134,2025-04-01,Scope 3,FAC004,Denver Production Kitchen,manufacturing,CO,US,CO,PL001,Gummies,edibles,plastic,packaging_plastic_kg,336.3000,kg,1418.27,PKG-202504-FAC004-PL001-PLA,EF_PLASTIC_KG_2025,2025.1,Synthetic material factor,2.650000,891.1950000000,0.89119500000000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
3276c47d94961f7ab460c8110b9623b8,shipping_miles,1119,2025-11-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,air,freight_air_ton_mile,106.3907,ton_mile,2897.40,SHP-GHG-202511-0034,EF_AIR_TON_MILE_2025,2025.1,Synthetic freight factor,1.102000,117.2425514000,0.11724255140000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
7b57aef9f4c21fb5126e41e5b626c49c,shipping_miles,472,2025-05-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,air,freight_air_ton_mile,148.4588,ton_mile,3071.21,SHP-GHG-202505-0044,EF_AIR_TON_MILE_2025,2025.1,Synthetic freight factor,1.102000,163.6015976000,0.16360159760000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
9833890bd48243333dac4470b932f660,shipping_miles,1705,2025-04-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,air,freight_air_ton_mile,388.1856,ton_mile,2705.89,SHP-GHG-202504-0071,EF_AIR_TON_MILE_2025,2025.1,Synthetic freight factor,1.102000,427.7805312000,0.42778053120000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
325d5712035194e7a8b6ea7d9f35f3ee,shipping_miles,325,2025-03-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,187.6267,ton_mile,945.48,SHP-GHG-202503-0103,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,30.7707788000,0.03077077880000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
0c7c9734d5369d17113ce9d81508f330,packaging_materials,386,2025-11-01,Scope 3,FAC004,Denver Production Kitchen,manufacturing,CO,US,CO,PL001,Gummies,edibles,plastic,packaging_plastic_kg,443.3500,kg,2263.22,PKG-202511-FAC004-PL001-PLA,EF_PLASTIC_KG_2025,2025.1,Synthetic material factor,2.650000,1174.8775000000,1.1748775000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
a27f030088a4c7d3e530b86681968e55,shipping_miles,1638,2026-03-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,27.3830,ton_mile,136.03,SHP-GHG-202603-0079,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,4.4908120000,0.00449081200000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
